,SOURCE_NUMBER,CATALOG_NUMBER,EXTENSION,ASTR_INSTRUM,PHOT_INSTRUM,X_IMAGE,Y_IMAGE,ERRA_IMAGE,ERRB_IMAGE,ERRTHETA_IMAGE,ALPHA_J2000,DELTA_J2000,ERRA_WORLD,ERRB_WORLD,ERRTHETA_WORLD,EPOCH,MAG,MAGERR,FLAGS_EXTRACTION,FLAGS_SCAMP,FLAGS_IMA,PM,PMERR,PMALPHA,PMDELTA,PMALPHAERR,PMDELTAERR
29191,9267,27,1,1,1,1192.9900572,222.982864833,0.0221405941993,0.0221405941993,0.0,99.7472456295,0.0330536153807,6.7484148758e-07,6.7484148758e-07,0.0,2021.48364541,0.552041947842,0.0579030402005,0,32,0,0.028217494882,0.00443243220561,-0.0267195459455,-0.00907154101878,0.00313420291059,0.00313420291059
29192,9267,26,1,1,1,1192.98080388,1222.96233856,0.022905241698,0.022905241698,0.0,99.7472466201,0.0330532571138,6.94252321409e-07,6.94252321409e-07,0.0,2021.48361363,0.573973178864,0.0569872818887,0,32,0,0.028217494882,0.00443243220561,-0.0267195459455,-0.00907154101878,0.00313420291059,0.00313420291059
29193,9267,25,1,1,1,1692.95200416,2222.99282311,0.0236590318382,0.0236590318382,0.0,99.7472475944,0.0330529882109,7.13488702786e-07,7.13488702786e-07,0.0,2021.48358185,0.680826723576,0.0618253909051,0,32,0,0.028217494882,0.00443243220561,-0.0267195459455,-0.00907154101878,0.00313420291059,0.00313420291059
29519,9364,27,1,1,1,1195.51913935,686.75228274,0.14518430829,0.14518430829,0.0,99.7471760151,0.0459360795544,4.04247612096e-06,4.04247612096e-06,0.0,2021.48364541,-1.50144922733,0.0346566960216,0,32,0,0.0471758673947,0.00525795705171,0.00586488842964,-0.0468098856509,0.00371793704107,0.00371793704107
29520,9364,26,1,1,1,1195.40556387,1686.51638078,0.143196925521,0.143196925521,0.0,99.7471791498,0.0459293803172,3.98739257434e-06,3.98739257434e-06,0.0,2021.48361363,-1.56599605083,0.0336805209517,0,32,0,0.0471758673947,0.00525795705171,0.00586488842964,-0.0468098856509,0.00371793704107,0.00371793704107
29521,9364,25,1,1,1,1695.19293352,2686.21360798,0.147234261036,0.147234261036,0.0,99.7471850158,0.0459199088319,4.0992626964e-06,4.0992626964e-06,0.0,2021.48358185,-1.43015086651,0.0336724109948,0,32,0,0.0471758673947,0.00525795705171,0.00586488842964,-0.0468098856509,0.00371793704107,0.00371793704107
32182,10110,29,1,1,1,3283.62084513,402.055089895,0.150757372379,0.150757372379,0.0,99.7030610761,0.116145616583,4.19691150455e-06,4.19691150455e-06,0.0,2021.48358185,-1.3855868578,0.0362104289234,0,32,0,0.0225320550531,0.00254453774157,0.00427093077451,-0.0221235770732,0.00179925991688,0.00179925991688
32183,10110,28,1,1,1,2783.87962091,2213.95835747,0.15246412158,0.15246412158,0.0,99.7030555674,0.116133629519,4.2443239181e-06,4.2443239181e-06,0.0,2021.4836772,-1.23941087723,0.037594370544,0,32,0,0.0225320550531,0.00254453774157,0.00427093077451,-0.0221235770732,0.00179925991688,0.00179925991688
32184,10110,27,1,1,1,2783.78147663,3214.03242995,0.150613069534,0.150613069534,0.0,99.7030578379,0.116135126584,4.19293201048e-06,4.19293201048e-06,0.0,2021.48364541,-1.16254353523,0.0359680429101,0,32,0,0.0225320550531,0.00254453774157,0.00427093077451,-0.0221235770732,0.00179925991688,0.00179925991688
32511,10205,29,1,1,1,3905.16115743,756.132094717,0.133084222674,0.133084222674,0.0,99.6857954606,0.125982992503,3.70720886167e-06,3.70720886167e-06,0.0,2021.48358185,-2.15152359009,0.0251518134028,0,32,0,0.0126862459177,0.00255060441072,0.00990623049438,-0.00792511366308,0.00180354970507,0.00180354970507
32512,10205,28,1,1,1,3404.88058076,2567.89647702,0.139217272401,0.139217272401,0.0,99.6858053186,0.12596573261,3.87721047446e-06,3.87721047446e-06,0.0,2021.4836772,-2.11805582047,0.0255000144243,0,32,0,0.0126862459177,0.00255060441072,0.00990623049438,-0.00792511366308,0.00180354970507,0.00180354970507
32513,10205,27,1,1,1,3405.02799195,3568.01625376,0.133032694459,0.133032694459,0.0,99.6858009951,0.125968801353,3.70579937226e-06,3.70579937226e-06,0.0,2021.48364541,-2.0260014534,0.0264797545969,0,32,0,0.0126862459177,0.00255060441072,0.00990623049438,-0.00792511366308,0.00180354970507,0.00180354970507
33505,10480,30,1,1,1,116.466496756,362.524623855,0.102675840259,0.102675840259,0.0,99.7771499005,0.142825650333,2.86562635665e-06,2.86562635665e-06,0.0,2021.48361363,-2.26870059967,0.0229501221329,0,32,0,0.0305132633974,0.00771263300631,-0.000723333330825,0.0305046886206,0.00545365503058,0.00545365503058
33506,10480,29,1,1,1,616.609565588,1362.62500193,0.0935981795192,0.0935981795192,0.0,99.7771460193,0.142829640226,2.61474860963e-06,2.61474860963e-06,0.0,2021.48358185,-2.18747711182,0.0231108032167,0,32,0,0.0305132633974,0.00771263300631,-0.000723333330825,0.0305046886206,0.00545365503058,0.00545365503058
33507,10480,28,1,1,1,116.338053025,3174.70075933,0.0997214615345,0.0997214615345,0.0,99.7771538587,0.142820330451,2.78400557363e-06,2.78400557363e-06,0.0,2021.4836772,-2.25082302094,0.0228259209543,0,32,0,0.0305132633974,0.00771263300631,-0.000723333330825,0.0305046886206,0.00545365503058,0.00545365503058
37802,11696,33,1,1,1,585.974327696,934.96880294,0.0134081505239,0.0134081505239,0.0,99.7779951271,0.264619048033,4.64627191832e-07,4.64627191832e-07,0.0,2021.48358185,-0.42060109973,0.0291083678603,0,96,0,0.110597597826,0.0546474139572,-0.085509903729,-0.0701418966055,0.0386415570974,0.0386415570974
37803,11696,32,1,1,1,85.9416037875,2746.97512697,0.0157184731215,0.0157184731215,0.0,99.7779983033,0.264612505321,5.17514024523e-07,5.17514024523e-07,0.0,2021.4836772,-0.368739932775,0.0323432534933,0,32,0,0.110597597826,0.0546474139572,-0.085509903729,-0.0701418966055,0.0386415570974,0.0386415570974
37804,11696,31,1,1,1,85.964271324,3746.97360552,0.0155754778534,0.0155754778534,0.0,99.7779978158,0.264613672871,5.14161513365e-07,5.14161513365e-07,0.0,2021.48364541,-0.294546306133,0.0323599502444,0,32,0,0.110597597826,0.0546474139572,-0.085509903729,-0.0701418966055,0.0386415570974,0.0386415570974
